pmid,title,keywords,abstract,label
33338320,Response to COVID-19 in Cyprus: Policy changes and epidemic trends.,,"OBJECTIVES: In late July, Cyprus experienced the second epidemic wave of COVID-19. We present the steps taken by the government and evaluate their effect on epidemic trends. MATERIALS: Cyprus Press and Information Office data were analysed. Using an R-based forecasting program, two models were created to predict cases up to 01/09/2020: Model 1, which utilised data up to 09/06/2020, when airports reopened to foreign travelers with COVID-19 screening; and Model 2, which utilised data until 24/06/2020, when screening for passengers from low-transmission countries was discontinued. RESULTS: PIO data revealed no significant policy changes between 24/06/2020 and 31/07/2020. Prediction models were robust and accurate (Model 1, R(2) = 0.999, P < .001; Model 2, R(2) = 0.998, P < .001). By August 30th, recorded cases exceeded those predicted by Model 1 by 24.47% and by Model 2 by 20.95%, with P values <.001 for both cases. CONCLUSIONS: The significant difference between recorded cases and those projected by Models 1 and 2 suggests that changes in epidemic trends may have been associated with policy changes after their respective dates. Discontinuation of major restrictions such as airport reopening, can destabilise the control of the epidemic, and may concomitantly necessitate a reevaluation of the current epidemic status. In the face of an evolving situation such as the COVID-19 pandemic, states are forced to balance the imposing of restrictions against their impact on the economy.",Epidemic Forecasting;Prevention
33335879,Ten Epidemiological Parameters of COVID-19: Use of Rapid Literature Review to Inform Predictive Models During the Pandemic.,coronavirus infections;methods;models;parameters;review;statistical,"Objective: To describe the methods used in a rapid review of the literature and to present the main epidemiological parameters that describe the transmission of SARS-Cov-2 and the illness caused by this virus, coronavirus disease 2019 (COVID-19). Methods: This is a methodological protocol that enabled a rapid review of COVID-19 epidemiological parameters. Findings: The protocol consisted of the following steps: definition of scope; eligibility criteria; information sources; search strategies; selection of studies; and data extraction. Four reviewers and three supervisors conducted this review in 40 days. Of the 1,266 studies found, 65 were included, mostly observational and descriptive in content, indicating relative homogeneity as to the quality of the evidence. The variation in the basic reproduction number, between 0.48 and 14.8; and the median of the hospitalization period, between 7.5 and 20.5 days stand out as key findings. Conclusion: We identified and synthesized 10 epidemiological parameters that may support predictive models and other rapid reviews to inform modeling of this and other future public health emergencies.",Epidemic Forecasting
33335284,A report on COVID-19 epidemic in Pakistan using SEIR fractional model.,,"Recently, novel coronavirus is a serious global issue and having a negative impact on the economy of the whole world. Like other countries, it also effected the economy and people of Pakistan. According to the publicly reported data, the first case of novel corona virus in Pakistan was reported on 27th February 2020. The aim of the present study is to describe the mathematical model and dynamics of COVID-19 in Pakistan. To investigate the spread of coronavirus in Pakistan, we develop the SEIR time fractional model with newly, developed fractional operator of Atangana-Baleanu. We present briefly the analysis of the given model and discuss its applications using world health organization (WHO) reported data for Pakistan. We consider the available infection cases from 19th March 2020, till 31st March 2020 and accordingly, various parameters are fitted or estimated. It is worth noting that we have calculated the basic reproduction number [Formula: see text] which shows that virus is spreading rapidly. Furthermore, stability analysis of the model at disease free equilibrium DFE and endemic equilibriums EE is performed to observe the dynamics and transmission of the model. Finally, the AB fractional model is solved numerically. To show the effect of the various embedded parameters like fractional parameter [Formula: see text] on the model, various graphs are plotted. It is worth noting that the base of our investigation, we have predicted the spread of disease for next 200 days.",Epidemic Forecasting
33335107,Analysis and prediction of the coronavirus disease epidemic in China based on an individual-based model.,,"We established a stochastic individual-based model and simulated the whole process of occurrence, development, and control of the coronavirus disease epidemic and the infectors and patients leaving Hubei Province before the traffic was closed in China. Additionally, the basic reproduction number (R0) and number of infectors and patients who left Hubei were estimated using the coordinate descent algorithm. The median R0 at the initial stage of the epidemic was 4.97 (95% confidence interval [CI] 4.82-5.17). Before the traffic lockdown was implemented in Hubei, 2000 (95% CI 1982-2030) infectors and patients had left Hubei and traveled throughout the country. The model estimated that if the government had taken prevention and control measures 1 day later, the cumulative number of laboratory-confirmed patients in the whole country would have increased by 32.1%. If the lockdown of Hubei was imposed 1 day in advance, the cumulative number of laboratory-confirmed patients in other provinces would have decreased by 7.7%. The stochastic model could fit the officially issued data well and simulate the evolution process of the epidemic. The intervention measurements nationwide have effectively curbed the human-to-human transmission of severe acute respiratory syndrome coronavirus 2.",Epidemic Forecasting;Prevention
33332363,Real-time neural network based predictor for cov19 virus spread.,,"Since the epidemic outbreak in early months of 2020 the spread of COVID-19 has grown rapidly in most countries and regions across the World. Because of that, SARS-CoV-2 was declared as a Public Health Emergency of International Concern (PHEIC) on January 30, 2020, by The World Health Organization (WHO). That's why many scientists are working on new methods to reduce further growth of new cases and, by intelligent patients allocation, reduce number of patients per doctor, what can lead to more successful treatments. However to properly manage the COVID-19 spread there is a need for real-time prediction models which can reliably support various decisions both at national and international level. The problem in developing such system is the lack of general knowledge how the virus spreads and what would be the number of cases each day. Therefore prediction model must be able to conclude the situation from past data in the way that results will show a future trend and will possibly closely relate to the real numbers. In our opinion Artificial Intelligence gives a possibility to do it. In this article we present a model which can work as a part of an online system as a real-time predictor to help in estimation of COVID-19 spread. This prediction model is developed using Artificial Neural Networks (ANN) to estimate the future situation by the use of geo-location and numerical data from past 2 weeks. The results of our model are confirmed by comparing them with real data and, during our research the model was correctly predicting the trend and very closely matching the numbers of new cases in each day.",Epidemic Forecasting
33330309,Prediction of Epidemics Trend of COVID-19 in Bangladesh.,coronavirus;graphical trend analysis;mathematical prediction model;pandemic (covid-19);susceptible-infectious-recovered (sir) model,"Background: Amid a critical and emergent situation like the coronavirus disease (COVID-19) pandemic related to extreme health and economic repercussions, we used and presented the mathematical modeling like susceptible-infectious-recovered (SIR) to have a numerical demonstration that can shed light to decide the fate of the scourge in Bangladesh. To describe the idea about the factors influencing the outbreak data, we presented the current situation of the COVID-19 outbreak with graphical trends. Methods: Primary data were collected and analyzed by using a pre-created Google Survey form having a pre-set questionnaire on the social distancing status of different districts. Secondary data on the total and the daily number of laboratory tests, confirmed positive cases, and death cases were extracted from the publicly available sources to make predictions. We estimated the basic reproduction number (R ) based on the SIR mathematical model and predicted the probable fate of this pandemic in Bangladesh. Results: Quarantine situations in different regions of Bangladesh were evaluated and presented. We also provided tentative forecasts until 31 May 2020 and found that the predicted curve followed the actual curve approximately. Estimated R -values (6.924) indicated that infection rate would be greater than the recovery rate. Furthermore, by calibrating the parameters of the SIR model to fit the reported data, we assume the ultimate ending of the pandemic in Bangladesh by December 2022. Conclusion: We hope that the results of our analysis could contribute to the elucidation of critical aspects of this outbreak and help the concerned authority toward decision making.",Epidemic Forecasting;Prevention
33330305,COVID-19 Infection Process in Italy and Spain: Are Data Talking? Evidence From ARMA and Vector Autoregression Models.,arma model;covid-19;icu-beds;italy;spain;forecast;vector-autorregression,"COVID-19 (coronavirus disease 2019) has spread successfully worldwide in a matter of weeks. After the example of China, all the affected countries are taking hard-confinement measures to control the infection and to gain some time to reduce the significant amount of cases that arrive at the hospital. Although the measures in China reduced the percentages of new cases, this is not seen in other countries that have taken similar measures, such as Italy and Spain. After the first weeks, the worry was whether or not the healthcare system would collapse rather than its response to the patient's needs who are infected and require hospitalization. Using China as a mirror of what could happen in our countries and with the data available, we calculated a model that forecasts the peak of the curve of infection, hospitalization, and ICU bed numbers. We aimed to review the patterns of spread of the virus in the two countries and their regions, looking for similarities that reflect the existence of a typical path in this expansive virulence and the effects of the intervention of the authorities with drastic isolation measures, to contain the outbreak. A model based on Autorregressive and moving average models (ARMA) methodology and including Chinese disease pattern as a proxy, predicts the contagious pattern robustly. Based on the prediction, the hospitalization and intensive care unit (ICU) requirements were also calculated. Results suggest a reduction in the speed of contagion during April in both countries, earlier in Spain than in Italy. The forecast advanced a significant increase in the ICU needs for Spain surpassing 8,000 units by the end of April, but for Italy, ICU needs would decrease in the same period, according to the model. We present the following predictions to inform political leaders because they have the responsibility to maintain the national health systems away from collapsing. We are confident these data could help them into decision-taking and place the capitals (from hospital beds to human resources) into the right place.",Epidemic Forecasting;Prevention
33329991,Modeling the pandemic trend of 2019 Coronavirus with optimal control analysis.,(covid-19);next generation matrix method;numerical simulation;optimal control analysis;pandemic model;stability analysis,"In this work, we propose a mathematical model to analyze the outbreak of the Coronavirus disease (COVID-19). The proposed model portrays the multiple transmission pathways in the infection dynamics and stresses the role of the environmental reservoir in the transmission of the disease. The basic reproduction number R 0 is calculated from the model to assess the transmissibility of the COVID-19. We discuss sensitivity analysis to clarify the importance of epidemic parameters. The stability theory is used to discuss the local as well as the global properties of the proposed model. The problem is formulated as an optimal control one to minimize the number of infected people and keep the intervention cost as low as possible. Medical mask, isolation, treatment, detergent spray will be involved in the model as time dependent control variables. Finally, we present and discuss results by using numerical simulations.",Epidemic Forecasting;Prevention;Transmission
33327169,Epidemic plateau in critical susceptible-infected-removed dynamics with nontrivial initial conditions.,,"Containment measures implemented by some countries to suppress the spread of COVID-19 have resulted in a slowdown of the epidemic characterized by time series of daily infections plateauing over extended periods of time. We prove that such a dynamical pattern is compatible with critical susceptible-infected-removed (SIR) dynamics. In traditional analyses of the critical SIR model, the critical dynamical regime is started from a single infected node. The application of containment measures to an ongoing epidemic, however, has the effect to make the system enter in its critical regime with a number of infected individuals potentially large. We describe how such nontrivial starting conditions affect the critical behavior of the SIR model. We perform a theoretical and large-scale numerical investigation of the model. We show that the expected outbreak size is an increasing function of the initial number of infected individuals, while the expected duration of the outbreak is a nonmonotonic function of the initial number of infected individuals. Also, we precisely characterize the magnitude of the fluctuations associated with the size and duration of the outbreak in critical SIR dynamics with nontrivial initial conditions. Far from herd immunity, fluctuations are much larger than average values, thus indicating that predictions of plateauing time series may be particularly challenging.",Epidemic Forecasting;Prevention
33327002,Optimal allocation of limited test resources for the quantification of COVID-19 infections.,,"The systematic identification of infected individuals is critical for the containment of the COVID-19 pandemic. Currently, the spread of the disease is mostly quantified by the reported numbers of infections, hospitalisations, recoveries and deaths; these quantities inform epidemiology models that provide forecasts for the spread of the epidemic and guide policy making. The veracity of these forecasts depends on the discrepancy between the numbers of reported, and unreported yet infectious, individuals. We combine Bayesian experimental design with an epidemiology model and propose a methodology for the optimal allocation of limited testing resources in space and time, which maximises the information gain for such unreported infections. The proposed approach is applicable at the onset and spread of the epidemic and can forewarn of a possible recurrence of the disease after relaxation of interventions. We examine its application in Switzerland; the open source software is, however, readily adaptable to countries around the world. We find that following the proposed methodology can lead to vastly less uncertain predictions for the spread of the disease, thus improving estimates of the effective reproduction number and the future number of unreported infections. This information can provide timely and systematic guidance for the effective identification of infectious individuals and for decision-making regarding lockdown measures and the distribution of vaccines.",Epidemic Forecasting;Prevention
33326924,Human activity pattern implications for modeling SARS-CoV-2 transmission.,agent-based modeling;covid-19;epidemiological modeling;human activity patterns;sars-cov-2;spatiotemporal human activity model;transmission dynamics,"BACKGROUND AND OBJECTIVES: SARS-CoV-2 emerged in December 2019 and rapidly spread into a global pandemic. Designing optimal community responses (social distancing, vaccination) is dependent on the stage of the disease progression, discovery of asymptomatic individuals, changes in virulence of the pathogen, and current levels of herd immunity. Community strategies may have severe and undesirable social and economic side effects. Modeling is the only available scientific approach to develop effective strategies that can minimize these unwanted side effects while retaining the effectiveness of the interventions. METHODS: We extended the agent-based model, SpatioTemporal Human Activity Model (STHAM), for simulating SARS-CoV-2 transmission dynamics. RESULTS: Here we present preliminary STHAM simulation results that reproduce the overall trends observed in the Wasatch Front (Utah, United States of America) for the general population. The results presented here clearly indicate that human activity patterns are important in predicting the rate of infection for different demographic groups in the population. CONCLUSIONS: Future work in pandemic simulations should use empirical human activity data for agent-based techniques.",Epidemic Forecasting;Prevention;Transmission
33326421,Estimating the herd immunity threshold by accounting for the hidden asymptomatics using a COVID-19 specific model.,,"A quantitative COVID-19 model that incorporates hidden asymptomatic patients is developed, and an analytic solution in parametric form is given. The model incorporates the impact of lock-down and resulting spatial migration of population due to announcement of lock-down. A method is presented for estimating the model parameters from real-world data, and it is shown that the various phases in the observed epidemiological data are captured well. It is shown that increase of infections slows down and herd immunity is achieved when active symptomatic patients are 10-25% of the population for the four countries we studied. Finally, a method for estimating the number of asymptomatic patients, who have been the key hidden link in the spread of the infections, is presented.",Epidemic Forecasting;Prevention
33324533,"Modeling and prediction of COVID-19 spread in the Philippines by October 13, 2020, by using the VARMAX time series method with preventive measures.",challenges of covid-19 epidemic;control measures;epidemiological modeling of covid-19;forecast;normal distribution;varmax time series method,"COVID-19 outbreak is the serious public health challenge the world is facing in recent days as there is no effective vaccine and treatment for this virus. It causes 257,863 confirmed cases as of September 13, 2020, with 4292 deaths in the Philippines up till now. Understanding the transmission dynamics of the infection is a crucial step for evaluating the effectiveness of control measures. Owing to this, forecasts of COVID-19 cases, deaths, cases per million, and deaths per million are necessary for the Philippines. We examine the characteristics of COVID-19 affected populations based on the data provided by WHO from December 31, 2019, to September 13, 2020. In this paper, forecasts, and analysis of the COVID-19 cases, deaths, cases per million, and deaths per million were presented for 30 days ahead. The projection results are compared with the actual data values and simulated results from the VARMAX time series method. Societal growth is assessed by the median growth rate (MGR). President Rodrigo R Duterte of the Philippines has taken good steps but much more needs to be done. We suggest Philippines governments must rapidly mobilize and make good policy decisions to mitigate the COVID-19 spread. This paper mentions major contributions, current concerns, and challenges during and post COVID-19 epidemic in the Philippines with few non-considered measures to reduce the spread of the COVID-19.",Epidemic Forecasting;Prevention
33324028,A hybrid multi-objective optimizer-based model for daily electricity demand prediction considering COVID-19.,covid-19;denoising;electricity demand;multi-objective optimizer;prediction;support vector machine,"Electricity consumption has been affected due to worldwide lockdown policies against COVID-19. Many countries have pointed out that electricity supply security during the epidemic is critical to ensuring people's livelihood. Accurate prediction of electricity demand would act a more important role in ensuring energy security for all the countries. Although there have been many studies on electricity forecasting, they did not consider the pandemic, and many works only considered the prediction accuracy and ignored the stability. Driven by the above reasons, it is necessary to develop an electricity consumption prediction model that can be well applied in the pandemic. In this work, a hybrid prediction system is proposed with data processing, modelling, and optimization. An improved complete ensemble empirical mode decomposition with adaptive noise is used for data preprocessing, which overcomes the shortcomings of the original method; a multi-objective optimizer is adopted for ensuring the accuracy and stability; support vector machine is used as the prediction model. Taking daily electricity demand of US as an example, the results prove that the proposed hybrid models are superior to benchmark models in both prediction accuracy and stability. Moreover, selection of input parameters is discussed, and the results indicate that the model considering the daily infections has the highest prediction accuracy and stability, and it is proved that the proposed model has great potential in real-world applications.",Epidemic Forecasting
33322572,SARS-CoV-2 Infections and COVID-19 Fatality: Estimation of Infection Fatality Ratio and Current Prevalence.,covid-19;sars-cov-2;case fatality rate;infection fatality ratio;prevalence,"COVID-19 is one of the most important problems for public health, according to the number of deaths associated to this pathology reported so far. However, from the epidemiological point of view, the dimension of the problem is still unknown, since the number of actual cases of SARS-CoV-2 infected people is underestimated, due to limited testing. This paper aims at estimating the actual Infection Fatality Ratio (number of deaths with respect to the number of infected people) and the actual current prevalence (number of infected people with respect to the entire population), both in a specific population and all over the world. With this aim, this paper proposes a method to estimate Infection Fatality Ratio of a still ongoing infection, based on a daily estimation, and on the relationship between this estimation and the number of tests performed per death. The method has been applied using data about COVID-19 from Italy. Results show a fatality ratio of about 0.9%, which is lower than previous findings. The number of actual infected people in Italy is also estimated, and results show that (i) infection started at the end of January 2020; (ii) a maximum number of about 100,000 new cases in one day was reached at the beginning of March 2020; (iii) the estimated cumulative number of infections at the beginning of October 2020 is about 4.2 million cases in Italy (more than 120 million worldwide, if a generalization is conjectured as reasonable). Therefore, the prevalence at the beginning of October 2020 is estimated at about 6.9% in Italy (1.6% worldwide, if a generalization is conjectured).",Epidemic Forecasting
33319859,Heterogeneity and effectiveness analysis of COVID-19 prevention and control in major cities in China through time-varying reproduction number estimation.,,"Beginning on December 31, 2019, the large-scale novel coronavirus disease 2019 (COVID-19) emerged in China. Tracking and analysing the heterogeneity and effectiveness of cities' prevention and control of the COVID-19 epidemic is essential to design and adjust epidemic prevention and control measures. The number of newly confirmed cases in 25 of China's most-affected cities for the COVID-19 epidemic from January 11 to February 10 was collected. The heterogeneity and effectiveness of these 25 cities' prevention and control measures for COVID-19 were analysed by using an estimated time-varying reproduction number method and a serial correlation method. The results showed that the effective reproduction number (R) in 25 cities showed a downward trend overall, but there was a significant difference in the R change trends among cities, indicating that there was heterogeneity in the spread and control of COVID-19 in cities. Moreover, the COVID-19 control in 21 of 25 cities was effective, and the risk of infection decreased because their R had dropped below 1 by February 10, 2020. In contrast, the cities of Wuhan, Tianmen, Ezhou and Enshi still had difficulty effectively controlling the COVID-19 epidemic in a short period of time because their R was greater than 1.",Epidemic Forecasting;Prevention
33318952,Machine Learning Models for covid-19 future forecasting.,covid-19;r2 score adjusted;exponential process of smoothing;future forecasting;machine learning supervised,"Computational methods for machine learning (ML) have shown their meaning for the projection of potential results for informed decisions. Machine learning algorithms have been applied for a long time in many applications requiring the detection of adverse risk factors. This study shows the ability to predict the number of individuals who are affected by the COVID-19[1] as a potential threat to human beings by ML modelling. In this analysis, the risk factors of COVID-19 were exponential smoothing (ES). The Lower Absolute Reductor and Selection Operator, (LASSo), Vector Assistance (SVM), four normal potential forecasts, such as Linear Regression (LR)). [2] Each of these machine-learning models has three distinct kinds of predictions: the number of newly infected COVID 19 people, mortality rates and the recovered COVID-19 estimates in the next 10 days. These approaches are better used in the latest COVID-19 situation, as shown by the findings of the analysis. The LR, that is effective in predicting new cases of corona, death numbers and recovery.",Epidemic Forecasting
33318893,Theoretical and numerical analysis of novel COVID-19 via fractional order mathematical model.,26a33;34a08;35b40;approximate solutions;fixed point theory;laplace-adomian decomposition method;mathematical modeling;ulams type stabilities;keyword: fractional derivatives,"In the work, author's presents a very significant and important issues related to the health of mankind's. Which is extremely important to realize the complex dynamic of inflected disease. With the help of Caputo fractional derivative, We capture the epidemiological system for the transmission of Novel Coronavirus-19 Infectious Disease (nCOVID-19). We constructed the model in four compartments susceptible, exposed, infected and recovered. We obtained the conditions for existence and Ulam's type stability for proposed system by using the tools of non-linear analysis. The author's thoroughly discussed the local and global asymptotical stabilities of underling model upon the disease free, endemic equilibrium and reproductive number. We used the techniques of Laplace Adomian decomposition method for the approximate solution of consider system. Furthermore, author's interpret the dynamics of proposed system graphically via Mathematica, from which we observed that disease can be either controlled to a large extent or eliminate, if transmission rate is reduced and increase the rate of treatment.",Epidemic Forecasting
33318892,Modeling and analysis of different scenarios for the spread of COVID-19 by using the modified multi-agent systems - Evidence from the selected countries.,covid-19;forecasting;modified multi-agent systems;public activities;simulations,"Currently, there is a global pandemic of COVID-19. To assess its prevalence, it is necessary to have adequate models that allow real-time modeling of the impact of various quarantine measures by the state. The SIR model, which is implemented using a multi-agent system based on mobile cellular automata, was improved. The paper suggests ways to improve the rules of the interaction and behavior of agents. Methods of comparing the parameters of the SIR model with real geographical, social and medical indicators have been developed. That allows the modeling of the spatial distribution of COVID-19 as a single location and as the whole country consisting of individual regions that interact with each other by transport, taking into account factors such as public transport, supermarkets, schools, universities, gyms, churches, parks. The developed model also allows us to assess the impact of quarantine, restrictions on transport connections between regions, to take into account such factors as the incubation period, the mask regime, maintaining a safe distance between people, and so on. A number of experiments were conducted in the work, which made it possible to assess both the impact of individual measures to stop the pandemic and their comprehensive application. A method of comparing computer-time and dynamic parameters of the model with real data is proposed, which allowed assessing the effectiveness of the government in stopping the pandemic in the Chernivtsi region, Ukraine. A simulation of the pandemic spread in countries such as Slovakia, Turkey and Serbia was also conducted. The calculations showed the high-accuracy matching of the forecast model with real data.",Epidemic Forecasting;Prevention
33316174,"Impact of Population Growth and Aging on Estimates of Excess U.S. Deaths During the COVID-19 Pandemic, March to August 2020.",,"BACKGROUND: Excess death estimates quantify the full impact of the coronavirus disease 2019 (COVID-19) pandemic. Widely reported U.S. excess death estimates have not accounted for recent population changes, especially increases in the population older than 65 years. OBJECTIVE: To estimate excess deaths in the United States in 2020, after accounting for population changes. DESIGN: Surveillance study. SETTING: United States, March to August 2020. PARTICIPANTS: All decedents. MEASUREMENTS: Age-specific excess deaths in the United States from 1 March to 31 August 2020 compared with 2015 to 2019 were estimated, after changes in population size and age were taken into account, by using Centers for Disease Control and Prevention provisional death data and U.S. Census Bureau population estimates. Cause-specific excess deaths were estimated by month and age. RESULTS: From March through August 2020, 1 671 400 deaths were registered in the United States, including 173 300 COVID-19 deaths. An average of 1 370 000 deaths were reported over the same months during 2015 to 2019, for a crude excess of 301 400 deaths (128 100 non-COVID-19 deaths). However, the 2020 U.S. population includes 5.04 million more persons aged 65 years and older than the average population in 2015 to 2019 (a 10% increase). After population changes were taken into account, an estimated 217 900 excess deaths occurred from March through August 2020 (173 300 COVID-19 and 44 600 non-COVID-19 deaths). Most excess non-COVID-19 deaths occurred in April, July, and August, and 34 900 (78%) were in persons aged 25 to 64 years. Diabetes, Alzheimer disease, and heart disease caused the most non-COVID-19 excess deaths. LIMITATION: Provisional death data are underestimated because of reporting delays. CONCLUSION: The COVID-19 pandemic resulted in an estimated 218 000 excess deaths in the United States between March and August 2020, and 80% of those deaths had COVID-19 as the underlying cause. Accounting for population changes substantially reduced the excess non-COVID-19 death estimates, providing important information for guiding future clinical and public health interventions. PRIMARY FUNDING SOURCE: National Cancer Institute.",Epidemic Forecasting;Prevention
33315980,Estimation of the basic reproduction number (0) of the COVID-19 epidemic in Iran.,basic reproduction number;covid-19;iran;transmissibility,"Background: Estimation of the basic reproduction number of an infectious disease is an important issue for controlling the infection. Here, we aimed to estimate the basic reproduction number (0) of COVID-19 in Iran. Methods: To estimate 0 in Iran and Tehran, the capital, we used 3 different methods: exponential growth rate, maximum likelihood, and Bayesian time-dependent. Daily number of confirmed cases and serial intervals with a mean of 4.27 days and a standard deviation of 3.44 days with gamma distribution were used. Sensitivity analysis was performed to show the importance of generation time in estimating 0. Results: The epidemic was in its exponential growth 11 days after the beginning of the epidemic (Feb 19, 2020) with doubling time of 1.74 (CI: 1.58-1.93) days in Iran and 1.83 (CI: 1.39-2.71) in Tehran. Nationwide, the value of 0 from February 19 to 29 using exponential growth method, maximum likelihood, and Bayesian time-dependent methods was 4.70 (95% CI: 4.23-5.23), 3.90 (95% CI: 3.47- 4.36), and 3.23 (95% CI: 2.94-3.51), respectively. In addition, in Tehran, 0 was 5.14 (95% CI: 4.15-6.37), 4.20 (95% CI: 3.38-5.14), and 3.94 (95% CI: 3.45-4.40) for exponential growth, maximum likelihood, and Bayesian time-dependent methods, respectively. Bayesian time dependent methods usually provide less biased estimates. The results of sensitivity analyses demonstrated that changes in the mean generation time affect estimates of 0. Conclusion: The estimate of 0 for the COVID-19 ranged from 3.94 to 5.14 in Tehran and from 3.23 to 4.70 in nationwide using different methods, which were significantly larger than 1, indicating the potential of COVID-19 to cause an outbreak.",Epidemic Forecasting
33312514,Estimation of unreported SARS-CoV-2 cases in Italy using a Susceptible-Exposed-Infectious-Recovered-Dead model.,,"Background: An important epidemiological characteristic that might modulate the pandemic potential of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) is the proportion of undocumented cases. Methods: Here, we employed a Susceptible-Exposed-Infectious-Recovered-Dead (SEIRD) model to estimate the proportion of unreported SARS-CoV-2 cases in Italy from the reported number of deaths prior to the adoption of national control measures. Results: We estimated 115 894 infectious individuals (95% confidence interval (CI) = 95 318-140 455) and a total of 144 116 cases (95% CI = 119 030-173 959) on 20 March, 2020. These estimates resulted in 67.3% (95% CI = 60.3%-73.0%) unreported infectious individuals and in 67.4% (95% CI = 60.5%-73.0%) total cases. As such, given the substantial volume of undocumented cases, the case fatality risk would drop from an apparent 8.6% to an estimated 2.6% (95% CI = 2.2%-2.9%). Conclusions: Our findings partially explain the case fatality risk observed in Italy with a high proportion of unreported SARS-CoV-2 cases. Moreover, we underline that the fraction of undocumented infectious individuals is a critical epidemiological characteristic that needs to be taken into for a better understanding of the SARS-CoV-2 epidemic.",Epidemic Forecasting
33311861,Forecasting COVID-19 pandemic using optimal singular spectrum analysis.,37m10;62m10;62m20;arfima;arima;covid-19;exponential smoothing;neural network autoregression;singular spectrum analysis;tbats,"Coronavirus disease 2019 (COVID-19) is a pandemic that has affected all countries in the world. The aim of this study is to examine the potential advantages of Singular Spectrum Analysis (SSA) for forecasting the number of daily confirmed cases, deaths, and recoveries caused by COVID-19, which are the three main variables of interest. This paper contributes to the literature on forecasting COVID-19 pandemic in several ways. Firstly, an algorithm is proposed to calculate the optimal parameters of SSA including window length and the number of leading components. Secondly, the results of two forecasting approaches in the SSA, namely vector and recurrent forecasting, are compared to those from other commonly used time series forecasting techniques. These include Autoregressive Integrated Moving Average (ARIMA), Fractional ARIMA (ARFIMA), Exponential Smoothing, TBATS, and Neural Network Autoregression (NNAR). Thirdly, the best forecasting model is chosen based on the accuracy measure Root Mean Squared Error (RMSE), and it is applied to forecast 40 days ahead. These forecasts can help us to predict the future behaviour of this disease and make better decisions. The dataset of Center for Systems Science and Engineering (CSSE) at Johns Hopkins University is adopted to forecast the number of daily confirmed cases, deaths, and recoveries for top ten affected countries until October 29, 2020. The findings of this investigation show that no single model can provide the best model for any of the countries and forecasting horizons considered here. However, the SSA technique is found to be viable option for forecasting the number of daily confirmed cases, deaths, and recoveries caused by COVID-19 based on the number of times that it outperforms the competing models.",Epidemic Forecasting
33311822,COVID-19: Forecasting confirmed cases and deaths with a simple time-series model.,covid-19;decision making;exponential smoothing;pandemic;time-series forecasting;uncertainty,"Forecasting the outcome of outbreaks as early and as accurately as possible is crucial for decision making and policy implementations. A significant challenge faced by forecasters is that not all outbreaks and epidemics turn into pandemics making the prediction of their severity difficult. At the same time, the decisions made to enforce lockdowns and other mitigating interventions versus their socioeconomic consequences are not only hard to make, but also highly uncertain. The majority of modeling approaches to outbreaks, epidemics, and pandemics take an epidemiological approach that considers biological and disease processes. In this paper, we accept the limitations of forecasting to predict the long-term trajectory of an outbreak, and instead, we propose a statistical, time-series approach to modelling and predicting the short-term behaviour of COVID-19. Our model assumes a multiplicative trend, aiming to capture the continuation of the two variables we predict (global confirmed cases and deaths) as well as their uncertainty. We present the timeline of producing and evaluating 10-day-ahead forecasts over a period of four months. Our simple model offers competitive forecast accuracy and estimates of uncertainty that are useful and practically relevant.",Epidemic Forecasting;Prevention
33304643,A modified SEIR model applied to the data of COVID-19 spread in Saudi Arabia.,,"The Susceptible-Exposed-Infectious-Recovered (SEIR) model is an established and appropriate approach in many countries to ascertain the spread of the coronavirus disease 2019 (COVID-19) epidemic. We wished to create a new COVID-19 model to be suitable for patients in any country. In this work, a modified SEIR model was constructed. We used the real data of COVID-19 spread in Saudi Arabia for statistical analyses and complex analyses. The reproduction number and detailed review of stability demonstrated the complexities of our proposed SEIR model. The solution and equilibrium condition were explored based on Jacobian's linearization approach to the proposed SEIR model. The state of equilibrium was demonstrated, and a stability study was conducted in the disease-free environment. The reproduction number was measured sensitively against its internal parameters. Using the Lyapunov principle of equilibrium, the overall consistency of balance of our model was demonstrated. Findings using the SEIR model and observed outcomes due to COVID-19 spread in Saudi Arabia were compared. The modified SEIR model could enable successful analyses of the spread of epidemics such as COVID-19. An ""ideal protocol"" comprised essential steps to help Saudi Arabia decelerate COVID-19 spread. The most important aspects are to stay at home as much as possible and for infected people to remain in an isolated zone or secure area.",Epidemic Forecasting;Prevention
