pmid,title,keywords,abstract,labels
33238813,"A multi-family cluster of COVID-19 associated with asymptomatic and pre-symptomatic transmission in Jixi City, Heilongjiang, China, 2020.",,"We investigated a multi-family cluster of 22 cases in Jixi, where pre-symptomatic and asymptomatic transmission resulted in at least 41% of household infections of SARS-CoV-2. Our study illustrates the challenge of controlling COVID-19 due to the presence of asymptomatic and pre-symptomatic transmission even when extensive testing and contact tracing are conducted.",Prevention;Transmission
33238451,Drawing Comparisons between SARS-CoV-2 and the Animal Coronaviruses.,,"The COVID-19 pandemic, caused by a novel zoonotic coronavirus (CoV), SARS-CoV-2, has infected 46,182 million people, resulting in 1,197,026 deaths (as of 1 November 2020), with devastating and far-reaching impacts on economies and societies worldwide. The complex origin, extended human-to-human transmission, pathogenesis, host immune responses, and various clinical presentations of SARS-CoV-2 have presented serious challenges in understanding and combating the pandemic situation. Human CoVs gained attention only after the SARS-CoV outbreak of 2002-2003. On the other hand, animal CoVs have been studied extensively for many decades, providing a plethora of important information on their genetic diversity, transmission, tissue tropism and pathology, host immunity, and therapeutic and prophylactic strategies, some of which have striking resemblance to those seen with SARS-CoV-2. Moreover, the evolution of human CoVs, including SARS-CoV-2, is intermingled with those of animal CoVs. In this comprehensive review, attempts have been made to compare the current knowledge on evolution, transmission, pathogenesis, immunopathology, therapeutics, and prophylaxis of SARS-CoV-2 with those of various animal CoVs. Information on animal CoVs might enhance our understanding of SARS-CoV-2, and accordingly, benefit the development of effective control and prevention strategies against COVID-19.",Mechanism;Transmission;Treatment
33238280,Historical Discoveries on Viruses in the Environment and Their Impact on Public Health.,,"BACKGROUND: Transmission of many viruses occurs by direct transmission during a close contact between two hosts, or by an indirect transmission through the environment. Several and often interconnected factors, both abiotic and biotic, determine the persistence of these viruses released in the environment, which can last from a few seconds to several years. Moreover, viruses in the environment are able to travel short to very long distances, especially in the air or in water. SUMMARY: Although well described now, the role of these environments as intermediaries or as reservoirs in virus transmission has been extensively studied and debated in the last century. The majority of these discoveries, such as the pioneer work on bacteria transmission, the progressive discoveries of viruses, as well as the persistence of the influenza virus in the air varying along with droplet sizes, or the role of water in the transmission of poliovirus, have contributed to the improvement of public health. Recent outbreaks of human coronavirus, influenza virus, and Ebola virus have also demonstrated the contemporaneity of these research studies and the need to study virus persistence in the environment. Key Messages: In this review, we discuss historical discoveries that contributed to describe biotic and abiotic factors determining viral persistence in the environment.",Prevention;Transmission
33237151,Host-shift as the cause of emerging infectious diseases: Experimental approaches using Drosophila-virus interactions.,,"Host shifts, when a cross-species transmission of a pathogen can lead to successful infections, are the main cause of emerging infectious diseases, such as COVID-19. A complex challenge faced by the scientific community is to address the factors that determine whether the cross-species transmissions will result in spillover or sustained onwards infections. Here we review recent literature and present a perspective on current approaches we are using to understand the mechanisms underlying host shifts. We highlight the usefulness of the interactions between Drosophila species and viruses as an ideal study model. Additionally, we discuss how cross-infection experiments - when pathogens from a natural reservoir are intentionally injected in novel host species- can test the effect cross-species transmissions may have on the fitness of virus and host, and how the host phylogeny may influence this response. We also discuss experiments evaluating how cooccurrence with other viruses or the presence of the endosymbiont bacteria Wolbachia may affect the performance of new viruses in a novel host. Finally, we discuss the need of surveys of virus diversity in natural populations using next-generation sequencing technologies. In the long term, these approaches can contribute to a better understanding of the basic biology of host shifts.",Mechanism;Transmission
33236896,"Airborne Transmission of COVID-19: Aerosol Dispersion, Lung Deposition, and Virus-Receptor Interactions.",,"Coronavirus disease 2019 (COVID-19), due to infection by the severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), is now causing a global pandemic. Aerosol transmission of COVID-19, although plausible, has not been confirmed by the World Health Organization (WHO) as a general transmission route. Considering the rapid spread of SARS-CoV-2, especially nosocomial outbreaks and other superspreading events, there is an urgent need to study the possibility of airborne transmission and its impact on the lung, the primary body organ attacked by the virus. Here, we review the complete pathway of airborne transmission of SARS-CoV-2 from aerosol dispersion in air to subsequent biological uptake after inhalation. In particular, we first review the aerodynamic and colloidal mechanisms by which aerosols disperse and transmit in air and deposit onto surfaces. We then review the fundamental mechanisms that govern regional deposition of micro- and nanoparticles in the lung. Focus is given to biophysical interactions between particles and the pulmonary surfactant film, the initial alveolar-capillary barrier and first-line host defense system against inhaled particles and pathogens. Finally, we summarize the current understanding about the structural dynamics of the SARS-CoV-2 spike protein and its interactions with receptors at the atomistic and molecular scales, primarily as revealed by molecular dynamics simulations. This review provides urgent and multidisciplinary knowledge toward understanding the airborne transmission of SARS-CoV-2 and its health impact on the respiratory system.",Mechanism;Transmission
33236437,Gastrointestinal involvement in children with SARS-COV-2 infection: An overview for the pediatrician.,,"Gastrointestinal symptoms are common findings in children with SARS-CoV-2 infection. Diarrhea and vomiting have been reported in about 8%-9% of cases, reaching more than 20% in some studies. Children with gastrointestinal involvement appear to be younger than those without, but the severity of the disease seems to be similar between the two groups of subjects. Fecal shedding in children has been reported in 20%-30% of children and has been observed in both those with and those without overt gastrointestinal involvement. Moreover, prolonged fecal elimination, lasting several days after negativization of real-time polymerase chain reaction assay on respiratory swabs, has been reported with variable frequency in children with SARS-CoV-2 infection. These observations raise the question regarding the possibility of oral-fecal transmission and the possible role of children in spreading the infection, particularly when they appear asymptomatic or with gastrointestinal symptoms but with no respiratory involvement, as well as during their convalescent phase.",Diagnosis;Transmission
33236433,SARS-CoV-2 infection and neonates: a review of evidence and unresolved questions.,,"SARS-CoV-2 infection in the neonatal period poses previously unmet challenges to obstetricians and neonatologists, but several key questions are yet to be answered. Few cases of presumed in utero vertical transmission of the virus from infected mothers to fetuses have been reported, but stronger evidence is needed, from larger datasets with multiple biospecimens rigorously analyzed. Whether acquired before or after birth, SARS-CoV-2 infection in neonates can be symptomatic, but our comprehension of neonatal immune response and the subsequent clinical characteristics of COVID-19 in early life are incomplete. Finally, the pandemic challenged several dogmas regarding the management of mother-infant dyads, and again more robust data are needed to support the formulation of evidence-based guidelines. Here, we briefly summarize existing evidence and key unresolved questions about SARS-CoV-2 infection and COVID-19 in the neonatal period.",Diagnosis;Mechanism;Transmission
33235991,Characterizing key attributes of COVID-19 transmission dynamics in China's original outbreak: Model-based estimations.,,"A novel coronavirus strain, severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), emerged in China. This study aims to characterize key attributes of SARS-CoV-2 epidemiology as the infection emerged in China. An age-stratified mathematical model was constructed to describe transmission dynamics and estimate age-specific differences in biological susceptibility to infection, age-assortativeness in transmission mixing, and transition in rate of infectious contacts (and reproduction number R 0) following introduction of mass interventions. The model estimated the infectious contact rate in early epidemic at 0.59 contacts/day (95% uncertainty interval-UI = 0.48-0.71). Relative to those 60-69 years, susceptibility was 0.06 in those </=19 years, 0.34 in 20-29 years, 0.57 in 30-39 years, 0.69 in 40-49 years, 0.79 in 50-59 years, 0.94 in 70-79 years, and 0.88 in >/=80 years. Assortativeness in transmission mixing by age was limited at 0.004 (95% UI = 0.002-0.008). R 0 rapidly declined from 2.1 (95% UI = 1.8-2.4) to 0.06 (95% UI = 0.05-0.07) following interventions' onset. Age appears to be a principal factor in explaining the transmission patterns in China. The biological susceptibility to infection seems limited among children but high among those >50 years. There was no evidence for differential contact mixing by age.",Epidemic Forecasting;Prevention;Transmission
33235890,Modeling Donor Screening Strategies to Reduce the Risk of Severe Acute Respiratory Syndrome Coronavirus 2 Transmission via Fecal Microbiota Transplantation.,,"The potential for transmission of severe acute respiratory syndrome coronavirus 2 shed in stool via fecal microbiota transplantation is not yet known, and the effectiveness of various testing strategies to prevent fecal microbiota transplantation-based transmission has also not yet been quantified. In this study, we use a mathematical model to simulate the utility of different testing strategies.",Prevention;Transmission
33235537,Community evidence of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) transmission through air.,,"Background: Nine COVID-19 (Corona Virus Disease, 2019) cases were observed in one community in Guangzhou. All the cases lived in three vertically aligned units of one building sharing the same piping system, which provided one unique opportunity to examine the transmission mode of SARS-CoV-2. Methods: We interviewed the cases on the history of travelling and close contact with the index patients. Respiratory samples from all the cases were collected for viral phylogenetic analyses. A simulation experiment in the building and a parallel control experiment in a similar building were then conducted to investigate the possibility of transmission through air. Results: Index patients living in Apartment 15-b had a travelling history in Wuhan, and four cases who lived in Apartment 25-b and 27-b were subsequently diagnosed. Phylogenetic analyses showed that virus of all the patients were from the same strain of the virus. No close contacts between the index cases and other families indicated that the transmission might not occur through droplet and close contacts. Airflow detection and simulation experiment revealed that flushing the toilets could increase the speed of airflow in the pipes and transmitted the airflow from Apartment 15-b to 25-b and 27-b. Reduced exhaust flow rates in the infected building might have contributed to the outbreak. Conclusions: The outbreak of COVID-19 in this community could be largely explained by the transmission through air, and future efforts to prevent the infection should take the possibility of transmission through air into consideration. A disconnected drain pipe and exhaust pipe for toilet should be considered in the architectural design to help prevent possible virus spreading through the air.",Prevention;Transmission
33234698,"Transmission heterogeneities, kinetics, and controllability of SARS-CoV-2.",,"A long-standing question in infectious disease dynamics concerns the role of transmission heterogeneities, which are driven by demography, behavior, and interventions. On the basis of detailed patient and contact-tracing data in Hunan, China, we find that 80% of secondary infections traced back to 15% of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) primary infections, which indicates substantial transmission heterogeneities. Transmission risk scales positively with the duration of exposure and the closeness of social interactions and is modulated by demographic and clinical factors. The lockdown period increases transmission risk in the family and households, whereas isolation and quarantine reduce risks across all types of contacts. The reconstructed infectiousness profile of a typical SARS-CoV-2 patient peaks just before symptom presentation. Modeling indicates that SARS-CoV-2 control requires the synergistic efforts of case isolation, contact quarantine, and population-level interventions because of the specific transmission kinetics of this virus.",Prevention;Transmission
33234640,Rapid review of available evidence on the serial interval and generation time of COVID-19.,,"The serial interval is the time between symptom onsets in an infector-infectee pair. The generation time, also known as the generation interval, is the time between infection events in an infector-infectee pair. The serial interval and the generation time are key parameters for assessing the dynamics of a disease. A number of scientific papers reported information pertaining to the serial interval and/or generation time for COVID-19. OBJECTIVE: Conduct a review of available evidence to advise on appropriate parameter values for serial interval and generation time in national COVID-19 transmission models for Ireland and on methodological issues relating to those parameters. METHODS: We conducted a rapid review of the literature covering the period 1 January 2020 and 21 August 2020, following predefined eligibility criteria. Forty scientific papers met our inclusion criteria and were included in the review. RESULTS: The mean of the serial interval ranged from 3.03 to 7.6 days, based on 38 estimates, and the median from 1.0 to 6.0 days (based on 15 estimates). Only three estimates were provided for the mean of the generation time. These ranged from 3.95 to 5.20 days. One estimate of 5.0 days was provided for the median of the generation time. DISCUSSION: Estimates of the serial interval and the generation time are very dependent on the specific factors that apply at the time that the data are collected, including the level of social contact. Consequently, the estimates may not be entirely relevant to other environments. Therefore, local estimates should be obtained as soon as possible. Careful consideration should be given to the methodology that is used. Real-time estimations of the serial interval/generation time, allowing for variations over time, may provide more accurate estimates of reproduction numbers than using conventionally fixed serial interval/generation time distributions.",Epidemic Forecasting;Transmission
33233867,"Congenital, Intrapartum and Postnatal Maternal-Fetal-Neonatal SARS-CoV-2 Infections: A Narrative Review.",,"BACKGROUND: There is inconclusive evidence regarding congenital, intrapartum, and postnatal maternal-fetal-neonatal SARS-CoV-2 infections during the COVID-19 pandemic. A narrative review was conducted with the aim of guiding clinicians on the management of pregnant women with respect to congenital, intrapartum, and postnatal maternal-fetal-neonatal SARS-CoV-2 infections and breastfeeding during the COVID-19 pandemic. METHODS: Searches were conducted in Web of Science, PubMed, Scopus, Dialnet, CUIDEN, Scielo, and Virtual Health Library to identify observational, case series, case reports, and randomized controlled trial studies assessing the transmission of SARS-CoV-2 from mother to baby and/or through breastfeeding during the COVID-19 pandemic. RESULTS: A total of 49 studies was included in this review, comprising 329 pregnant women and 331 neonates (two pregnant women delivered twins). The studies were performed in China (n = 26), USA (n = 7), Italy (n = 3), Iran (n = 2), Switzerland (n = 1), Spain (n = 1), Turkey (n = 1), Australia (n = 1), India (n = 1), Germany (n = 1), France (n = 1), Canada (n = 1), Honduras (n = 1), Brazil (n = 1), and Peru (n = 1). Samples from amniotic fluid, umbilical cord blood, placenta, cervical secretion, and breastmilk were collected and analyzed. A total of 15 placental swabs gave positive results for SARS-CoV-2 ribonucleic acid (RNA) on the fetal side of the placenta. SARS-CoV-2 RNA was found in seven breastmilk samples. One umbilical cord sample was positive for SARS-CoV-2. One amniotic fluid sample tested positive for SARS-CoV-2. CONCLUSIONS: This study presents some evidence to support the potential of congenital, intrapartum, and postnatal maternal-fetal-neonatal SARS-CoV-2 infections during the COVID-19 pandemic. Mothers should follow recommendations including wearing a facemask and hand washing before and after breastfeeding.",Prevention;Transmission
33233409,High Probability of Long Diagnostic Delay in Coronavirus Disease 2019 Cases with Unknown Transmission Route in Japan.,,"Long diagnostic delays (LDDs) in patients with coronavirus disease 2019 (COVID-19) might decrease the effectiveness of patient isolation in reducing subsequent transmission. We assumed that direction of government considerably increased probability of LDD among COVID-19 cases with unknown exposure in Japan. This study aimed to investigate association of route of case detection and proportion of LDD of COVID-19 in Japan. We included confirmed COVID-19 patients with symptom onset between the ninth and eleventh week in 2020, in 6 prefectures of Japan. LDD was defined as the duration between COVID-19 symptom onset and confirmation >/=6 days. We used multivariable logistic regression analyses to elucidate factors associated with LDD. The mean diagnostic delay for 364 cases was 6.3 days. Proportion of LDD was 38% for cases with known exposure, and 65% for cases with unknown exposure. The probability of LDD in cases with unknown exposure was significantly higher than that for known exposure cases (adjusted odds ratio: 2.38, 95% confidence interval: 1.354-4.21). Early PCR test after symptom onset, strengthening of PCR test capacity, and investigations to study impact of high proportion of LDD in cases without known exposure might be necessary.",Diagnosis;Transmission
33233369,Pregnancy and Childbirth in the COVID-19 Era-The Course of Disease and Maternal-Fetal Transmission.,,"From the beginning of the Coronavirus Disease 2019 (COVID-19) pandemic, special attention has been paid to pregnant women and to monitoring comorbidities, such as gestational diabetes and hypertension, which could increase their risk of disease and death. The purpose of this review is to synthesize the available knowledge on the course of COVID-19 in pregnant women as well as the risk of maternal-fetal transmission. The study indicated that the course of COVID-19 is worse in pregnant women who are more often admitted to intensive care units or who require mechanical ventilation than nonpregnant women with COVID-19. Some symptoms, such as dyspnea and cough, were similar to those observed in nonpregnant women, but fever, headache, muscle aches, chills, and diarrhea were less frequent. A study revealed that premature delivery and cesarean section were more common in pregnant women diagnosed with COVID-19. In addition, recent studies confirm the possibility of intrauterine maternal-fetal transmission by positive genetic tests and the presence of IgM in newborns just after delivery; at the moment, the probability of transmission through mother's milk is inconclusive. Considering all the above, a severe acute respiratory syndrome coronavirus-2 (SARS-CoV-2) infection is an important factor that threatens the health and life of both the mother and the fetus, but further studies are still needed.",Diagnosis;Transmission
33233004,COVID-19 Pandemic: Oral Health Challenges and Recommendations.,,"The aim of this article is to shed light on coronavirus disease 2019 (COVID-19) and its oral effects and risk of nosocomial transmission to update the knowledge of dental health care workers. A thorough literature search of the PubMed/Embase/Web of Science/Cochrane central database was conducted to identify the impact of COVID-19 on oral health. We reviewed the recommendations on the recent guidelines set by the Centers for Disease Control and Prevention infection control practices for dentistry, American Dental Association, and the World Health Organization. According to the available evidence, COVID-19 may have a negative impact on the oral health due to the infection itself and due to various other consequences such as therapeutic measures, xerostomia, and other complications of the COVID-19. In light of the above facts, dentists should be wary of the disease, its identification, mode of spread and impacts on the oral health. The dental personnel have been identified as at the highest risk of getting COVID-19 due to cross infection from contact with their patients and aerosols generated in routine dental procedures. As such, they should be aware of the modifications that need to be made to the practice to prevent transmission of the disease. It is evident that COVID-19 has a negative impact on the oral health and at the same time a significant transmission risk to the dental personnel and patients who visit the clinic. If the recommendations issued by the regulatory authorities are meticulously followed, the risk of disease transmission can be lessened.",Prevention;Transmission
33231780,SARS-CoV-2: a new dimension to our understanding of coronaviruses.,,"Coronaviruses have marked their significant emergence since the twenty-first century with the outbreaks of three out of the seven existing human coronaviruses, including the severe acute respiratory syndrome coronavirus (SARS-CoV) in 2003, Middle East respiratory syndrome coronavirus (MERS-CoV) in 2012, and severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) in 2019. These viruses have not only acquired large-scale transmission during their specified outbreak period, but cases of MERS-CoV still remain active, although there is only limited transmission. While, on the other hand, SARS-CoV-2 continues to remain a rising threat to global public health. The recent novel coronavirus, SARS-CoV-2, responsible for the ongoing coronavirus disease 2019 (COVID-19), emerged during December 2019 in Wuhan, China, and has repeatedly raised questions about its characteristic variability. Despite belonging to the same family, SARS-CoV-2 has proven to be quite difficult to control and contain in terms of transmissibility, leading to around 19.8 million reported cases and more than 730,000 deaths of individuals worldwide. Here, we discuss how SARS-CoV-2 differs from its two other related human coronaviruses in terms of genome composition, site of infection, and transmissibility, among several other notable aspects-all indicating to the possibility that it is these variations in addition to other unknowns that are contributing to this virus' differing deadly pattern.",Mechanism;Transmission
33231409,Pregnancy and COVID-19: what anesthesiologists should know.,,"INTRODUCTION: Anesthetic management of parturients with COVID-19 is a big challenge to anesthesiologists. Limited data are available about COVID-19 during pregnancy; however, information on illnesses associated with SARS and MERS might provide insights into COVID-19's effects during pregnancy. EVIDENCE ACQUISITION: Evidence from previous reports from SARS and MERS, and from COVID-19 cases were reviewed. Concepts from guidelines from the government and academic societies were collected as well. EVIDENCE SYNTHESIS: The evidence was described and summarized. CONCLUSIONS: Principles to minimize the risk of infection as well as optimize patients' safety during obstetric anesthesia were found to include careful evaluation, tight protection, and multi-discipline-based strategy. Though vertical transmission of COVID-19 still needs more definitive evidence, strict isolation is necessary for the newborn of COVID-19 mothers. Psychological support for the parturients is also an important issue during COVID-19 pandemic.",Prevention;Transmission
33230363,Risk of human-to-wildlife transmission of SARS-CoV-2.,,"It has been a long time since the world has experienced a pandemic with such a rapid devastating impact as the current COVID-19 pandemic. The causative agent, severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), is unusual in that it appears capable of infecting many different mammal species. As a significant proportion of people worldwide are infected with SARS-CoV-2 and may spread the infection unknowingly before symptoms occur or without any symptoms ever occurring, there is a non-negligible risk of humans spreading SARS-CoV-2 to wildlife, in particular to wild non-human mammals. Because of SARS-CoV-2's apparent evolutionary origins in bats and reports of humans transmitting the virus to pets and zoo animals, regulations for the prevention of human-to-animal transmission have so far focused mostly on these animal groups. We summarise recent studies and reports that show that a wide range of distantly related mammals are likely to be susceptible to SARS-CoV-2, and that susceptibility or resistance to the virus is, in general, not predictable, or only predictable to some extent, from phylogenetic proximity to known susceptible or resistant hosts. In the absence of solid evidence on the susceptibility and resistance to SARS-CoV-2 for each of the >6500 mammal species, we argue that sanitary precautions should be taken by humans interacting with any other mammal species in the wild. Preventing human-to-wildlife SARS-CoV-2 transmission is important to protect these animals (some of which are classed as threatened) from disease, but also to avoid establishment of novel SARS-CoV-2 reservoirs in wild mammals. The risk of repeated re-infection of humans from such a wildlife reservoir could severely hamper SARS-CoV-2 control efforts. Activities during which direct or indirect interaction with wild mammals may occur include wildlife research, conservation activities, forestry work, pest control, management of feral populations, ecological consultancy work, management of protected areas and natural environments, wildlife tourism and wildlife rehabilitation in animal shelters. During such activities, we recommend sanitary precautions, such as physical distancing, wearing face masks and gloves, and frequent decontamination, which are very similar to regulations currently imposed to prevent transmission among humans. We further recommend active surveillance of domestic and feral animals that could act as SARS-CoV-2 intermediate hosts between humans and wild mammals.",Prevention;Transmission
33229462,Genomic epidemiology of superspreading events in Austria reveals mutational dynamics and transmission properties of SARS-CoV-2.,,"Superspreading events shaped the coronavirus disease 2019 (COVID-19) pandemic, and their rapid identification and containment are essential for disease control. Here, we provide a national-scale analysis of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) superspreading during the first wave of infections in Austria, a country that played a major role in initial virus transmissions in Europe. Capitalizing on Austria's well-developed epidemiological surveillance system, we identified major SARS-CoV-2 clusters during the first wave of infections and performed deep whole-genome sequencing of more than 500 virus samples. Phylogenetic-epidemiological analysis enabled the reconstruction of superspreading events and charts a map of tourism-related viral spread originating from Austria in spring 2020. Moreover, we exploited epidemiologically well-defined clusters to quantify SARS-CoV-2 mutational dynamics, including the observation of low-frequency mutations that progressed to fixation within the infection chain. Time-resolved virus sequencing unveiled viral mutation dynamics within individuals with COVID-19, and epidemiologically validated infector-infectee pairs enabled us to determine an average transmission bottleneck size of 10(3) SARS-CoV-2 particles. In conclusion, this study illustrates the power of combining epidemiological analysis with deep viral genome sequencing to unravel the spread of SARS-CoV-2 and to gain fundamental insights into mutational dynamics and transmission properties.",Mechanism;Transmission
33227206,"A Systematic Review of Surface Contamination, Stability, and Disinfection Data on SARS-CoV-2 (Through July 10, 2020).",,"We conducted a systematic review of hygiene intervention effectiveness against SARS-CoV-2, including developing inclusion criteria, conducting the search, selecting articles for inclusion, and summarizing included articles. Overall, 96268 articles were screened and 78 articles met inclusion criteria with outcomes in surface contamination, stability, and disinfection. Surface contamination was assessed on 3343 surfaces using presence/absence methods. Laboratories had the highest percent positive surfaces (21%, n = 83), followed by patient-room healthcare facility surfaces (17%, n = 1170), non-COVID-patient-room healthcare facility surfaces (12%, n = 1429), and household surfaces (3%, n = 161). Surface stability was assessed using infectivity, SARS-CoV-2 survived on stainless steel, plastic, and nitrile for half-life 2.3-17.9 h. Half-life decreased with temperature and humidity increases, and was unvaried by surface type. Ten surface disinfection tests with SARS-CoV-2, and 15 tests with surrogates, indicated sunlight, ultraviolet light, ethanol, hydrogen peroxide, and hypochlorite attain 99.9% reduction. Overall there was (1) an inability to align SARS-CoV-2 contaminated surfaces with survivability data and effective surface disinfection methods for these surfaces; (2) a knowledge gap on fomite contribution to SARS-COV-2 transmission; (3) a need for testing method standardization to ensure data comparability; and (4) a need for research on hygiene interventions besides surfaces, particularly handwashing, to continue developing recommendations for interrupting SARS-CoV-2 transmission.",Prevention;Transmission
33226526,No Evidence of Coronaviruses or Other Potentially Zoonotic Viruses in Sunda pangolins (Manis javanica) Entering the Wildlife Trade via Malaysia.,,"The legal and illegal trade in wildlife for food, medicine and other products is a globally significant threat to biodiversity that is also responsible for the emergence of pathogens that threaten human and livestock health and our global economy. Trade in wildlife likely played a role in the origin of COVID-19, and viruses closely related to SARS-CoV-2 have been identified in bats and pangolins, both traded widely. To investigate the possible role of pangolins as a source of potential zoonoses, we collected throat and rectal swabs from 334 Sunda pangolins (Manis javanica) confiscated in Peninsular Malaysia and Sabah between August 2009 and March 2019. Total nucleic acid was extracted for viral molecular screening using conventional PCR protocols used to routinely identify known and novel viruses in extensive prior sampling (> 50,000 mammals). No sample yielded a positive PCR result for any of the targeted viral families-Coronaviridae, Filoviridae, Flaviviridae, Orthomyxoviridae and Paramyxoviridae. In the light of recent reports of coronaviruses including a SARS-CoV-2-related virus in Sunda pangolins in China, the lack of any coronavirus detection in our 'upstream' market chain samples suggests that these detections in 'downstream' animals more plausibly reflect exposure to infected humans, wildlife or other animals within the wildlife trade network. While confirmatory serologic studies are needed, it is likely that Sunda pangolins are incidental hosts of coronaviruses. Our findings further support the importance of ending the trade in wildlife globally.",Transmission
33224968,SARS-CoV-2 and Risk to Food Safety.,,"The COVID-19 pandemic has brought about a consideration of our understanding of transmission of the causal agent, SARS-CoV-2 to humans and its potential effect on food safety and food security. The main routes of transmission are reported to be person-to-person, by respiratory droplets and to a lesser degree, by fomites. Concerns have been raised on the possibility of transmission via food and food packaging and whether the virus poses a risk to food safety. The current contribution provides an expose of updated literature and reports applicable to various components of food safety and its linkage to SARS-CoV-2. The article focuses on SARS-CoV-2 survival in food, on food contact materials and food packaging, and its categorization as a foodborne vs. respiratory virus, the possibility of fecal-oral transmission and the likelihood of infection via the gastro-intestinal system. The survival and inactivation of SARS-CoV-2 in food through thermal and non-thermal inactivation methods as well as the survival and inactivation on inanimate surfaces and effective disinfection of food contact surfaces, are discussed. Ultimately, the article endeavors to add to the body of knowledge pertaining to the role of SARS-CoV-2 in food safety and thereby contribute to an agile and robust fraternity that is equipped to absorb and weather the ongoing effects of the pandemic on the food sector.",Prevention;Transmission
33224909,Epidemiological and Clinical Characteristics of COVID-19 in Children: A Systematic Review and Meta-Analysis.,,"Given the relatively low rate and limited publicly available data regarding children with SARS-CoV-2 infection, this knowledge gap should be addressed with urgency. This systematic review with meta-analysis aimed to evaluate the epidemiological spectrum and clinical characteristics of children infected with SARS-CoV-2. Relevant international and Chinese public databases were systematically searched to identify all case studies from January 1, 2020 to May 7, 2020. This study consisted of 96 studies involving 7004 cases. The mean age of pediatric cases was 6.48 years (95% CI 52.0-77.5), 90% had household contact, and 66% presented with mild to moderate clinical syndromes. The main symptoms were fever (47%, 95% CI 41-53%) and cough (42%, 95% CI 36-48%). About 23% of children were asymptomatic, 27% had comorbidity, and 29% had a co-infection. The pooled mean incubation period was 9.57 days (95% CI 7.70-11.44). The shedding of SARS-CoV-2 in the upper respiratory tract lasted 11.43 days, and 75% of patients had virus particles in their stool. A total of 34% of the children had neutropenia and 26% had lymphocytosis. Interferon-alpha (81%) was the most commonly used antiviral drug in the children. The discharge and death rates were 79 and 1%. In conclusion, the transmissibility of pediatric COVID-19 should be not ignored because of the relatively long incubation period, shedding duration, and mild clinical syndromes.",Diagnosis;Transmission;Treatment
33224506,Mass culling of minks to protect the COVID-19 vaccines: is it rational?,,The Danish Government announced the culling of 17 million minks in rearing after the report of mink-specific mutations of severe acute respiratory syndrome coronavirus 2 in humans. The rationale behind this decision is that these mutations might negatively impact the deployment of anti-coronavirus disease 2019 vaccines. Is it a precautionary attitude or a panic-driven overreaction?,Transmission
33221646,"Successful interruption of seasonal influenza transmission under the COVID-19 rapid response in Zhejiang Province, China.",,"OBJECTIVES: The objective of this study was to evaluate whether the non-pharmaceutical interventions (NPIs) introduced to curb the spread of coronavirus disease 2019 (COVID-19) also interrupted the transmission of influenza. STUDY DESIGN: This is a descriptive epidemiological study. METHODS: Data on changes in the number of reported influenza cases, number of influenza-like illness (ILI) visits, ILI percentage and influenza virus positivity were compared between the first 18 weeks of 2020 and the same period of 2019. RESULTS: The changes in the weekly average number of influenza cases were statistically significant between 2020 and 2019 (-4319 vs -525 per week; P < 0.05). The slopes of regression lines for the number of ILI visits were also statistically significant between 2020 and 2019 (-911 vs -98 per week; P < 0.05). CONCLUSIONS: This study found that the prevalence of influenza was substantially decreased when NPIs were implemented for the containment of COVID-19.",Prevention;Transmission
33221596,SARS-CoV-2 concentrations and virus-laden aerosol size distributions in outdoor air in north and south of Italy.,,"The COVID-19 disease spread at different rates in the different countries and in different regions of the same country, as happened in Italy. Transmission by contact or at close range due to large respiratory droplets is widely accepted, however, the role of airborne transmission due to small respiratory droplets emitted by infected individuals (also asymptomatic) is controversial. It was suggested that outdoor airborne transmission could play a role in determining the differences observed in the spread rate. Concentrations of virus-laden aerosol are still poorly known and contrasting results are reported, especially for outdoor environments. Here we investigated outdoor concentrations and size distributions of virus-laden aerosol simultaneously collected during the pandemic, in May 2020, in northern (Veneto) and southern (Apulia) regions of Italy. The two regions exhibited significantly different prevalence of COVID-19. Genetic material of SARS-CoV-2 (RNA) was determined, using both real time RT-PCR and ddPCR, in air samples collected using PM10 samplers and cascade impactors able to separate 12 size ranges from nanoparticles (diameter D < 0.056 microm) up to coarse particles (D > 18 microm). Air samples tested negative for the presence of SARS-CoV-2 at both sites, viral particles concentrations were <0.8 copies m(-3) in PM10 and <0.4 copies m(-3) in each size range investigated. Outdoor air in residential and urban areas was generally not infectious and safe for the public in both northern and southern Italy, with the possible exclusion of very crowded sites. Therefore, it is likely that outdoor airborne transmission does not explain the difference in the spread of COVID-19 observed in the two Italian regions.",Prevention;Transmission
