title,Case Report,Diagnosis,Epidemic Forecasting,Mechanism,Prevention,Transmission,Treatment
association perceived social hardship future orientation among hong kong young people mediation role belief world,0,0,0,0,1,0,0
covid19 longterm care facility king county washington february 27march 9 2020,0,0,0,0,1,0,0
covid19 drug treatment china,0,0,0,0,0,0,1
social distancing laws cause small losses economic activity covid19 pandemic scandinavia,0,0,0,0,1,0,0
coronavirus disease 2019 covid19 complicated spontaneous pneumomediastinum pneumothorax,1,0,0,0,0,0,0
pandemic increase lung ultrasound use response covid19 complement computed tomography findings narrative review,0,1,0,0,0,0,0
natural rna dependent rna polymerase inhibitors molecular docking studies biologically active alkaloids argemone mexicana,0,0,0,1,0,0,1
rna drugs rna targets small molecules principles progress challenges,0,0,0,1,0,0,1
social isolation covid19 pandemic increase physical inactivity global burden cardiovascular disease,0,0,0,0,1,0,0
preparing orthopedic department covid19,0,0,0,0,1,0,0
intraocular pressure measurement patients wearing filtering facepiece masks,0,0,0,0,1,0,0
high prevalence obesity severe acute respiratory syndrome coronavirus2 sarscov2 requiring invasive mechanical ventilation,0,1,0,0,1,0,0
early effects covid19 oral maxillofacial surgery residency trainingresults national survey,0,0,0,0,1,0,0
cancer cardiovascular diseases covid19 pandemic,0,0,0,0,1,0,0
covid19 chest radiographs multireader evaluation artificial intelligence system,0,1,0,0,0,0,0
clinical outcomes covid19 patients taking tumor necrosis factor inhibitors methotrexate multicenter research network study,0,1,0,0,0,0,1
decreased influenza activity covid19 pandemic united states australia chile south africa 2020,0,0,0,0,1,0,0
pregnancy risk factor covid19,0,0,0,1,0,1,0
tale two crises compounded effect covid19 antiimmigration policy united states,0,0,0,0,1,0,0
global effort define human genetics protective immunity sarscov2 infection,0,0,0,1,0,0,1
achieving popliteal venous access renal replacement therapy critically ill covid19 patient prone position,1,0,0,0,0,0,0
endoscopic findings patients infected 2019 novel coronavirus lombardy italy,0,1,0,0,0,0,1
early warnings lessons covid19 public health climate preparedness,0,0,0,0,1,0,0
deep vein thrombosis noncritically ill patients coronavirus disease 2019 pneumonia deep vein thrombosis nonintensive care unit patients,0,1,0,0,0,0,1
strongly heterogeneous transmission covid19 mainland china local regional variation,0,0,0,0,1,1,0
sarscov2 infection male fertility sperm cryopreservation position statement italian society andrology sexual medicine siams societa italiana di andrologia e medicina della sessualita,0,0,0,1,0,0,1
chaos percolation coronavirus spread twostep model,0,0,0,0,1,0,0
successful maternal fetal outcomes covid19 pregnant women institutional approach,1,0,0,0,0,0,0
selfassessment questionnaire efficient safe evaluation patients mild covid19,0,1,0,0,1,0,0
,0,1,0,0,0,0,0
coinfection influenza covid19,1,0,0,0,0,0,0
sequence homology bioinformatic approach predict candidate targets immune responses sarscov2,0,0,0,1,0,0,0
stroke systems care covid19 epidemic kobe city,0,0,0,0,1,0,0
covid19 respiratory disease gastroenterologists perspective,0,0,0,1,0,0,1
simulations virtual learning supporting clinical education covid 19 pandemic,0,0,0,0,1,0,0
serological evidences chilblainlike lesions related sarscov2 review literature,0,1,0,0,0,0,0
covid19 pandemic guideline evidencebased medicine,0,1,0,0,1,1,1
update neurological manifestations sarscov2,0,1,0,1,0,0,0
movement control effective measure covid19 spread malaysia overview,0,0,0,0,1,0,0
use saliva diagnosis monitoring sarscov2 general perspective,0,1,0,0,0,0,0
child healthcare immunizations subsaharan africa covid19 pandemic,0,0,0,0,1,0,0
diagnostic accuracy febridx host response pointofcare test patients hospitalised suspected covid19,0,1,0,0,0,0,0
estimation serial interval basic reproduction number covid19 qom iran three countries datadriven analysis early phase outbreak,0,0,1,0,1,0,0
multiple covid19 clusters university campus north carolina august 2020,0,0,0,0,1,0,0
becoming faithful defender traditional chinese medicine coronavirus disease 2019 covid19,0,0,0,0,0,0,1
coronavirus disease 2019 covid19 current status future perspectives,0,1,0,1,0,0,1
helping doctors hasten covid19 treatment towards rescue framework transfusion best convalescent plasma critical patients based biological requirements via ml novel mcdm methods,0,0,0,0,0,0,1
noiserobust framework automatic segmentation covid19 pneumonia lesions ct images,0,1,0,0,0,0,0
evaluation eleven rapid tests detection antibodies sarscov2,0,1,0,0,0,0,0
reverse genetic systems rational design coronavirus live attenuated vaccines immune sequelae,0,0,0,1,0,0,1
methylene blue inhibits replication sarscov2 vitro,0,0,0,0,0,0,1
art prevention life time coronavirus,0,0,0,0,1,0,0
usefulness biological markers early prediction corona virus disease2019 severity,0,1,0,0,0,0,1
pandemic best regulatory practices urgent need covid19 pandemic,0,0,0,0,1,0,0
severe immune thrombocytopenia critically ill covid19 patient,1,0,0,0,0,0,0
transcriptomics reveal immune downregulation newts overwhelmed chytrid coinfection,0,0,0,1,0,0,0
relation ddimer levels covid19 patients diabetes mellitus,0,1,0,0,0,0,1
acr statement safe resumption routine radiology care coronavirus disease 2019 covid19 pandemic,0,0,0,0,1,0,0
contribution acutephase reaction proteins diagnosis treatment 2019 novel coronavirus disease covid19,0,1,0,0,0,0,1
covid19 safety aerosolgenerating procedures cardiothoracic surgery anaesthesia australian new zealand consensus statement,0,0,0,0,1,0,0
evaluation chilblains manifestation covid19 pandemic,0,1,0,0,1,0,0
potential treatment covid19 montelukast,0,0,0,0,0,0,1
,0,0,0,0,1,0,0
transmission mode associated coronavirus disease 2019 review,0,0,0,0,0,1,0
opioid use disorder covid19 crashing crises,0,0,0,0,1,0,0
mathematical model describing covid19 sao paulo brazil evaluating isolation control mechanism forecasting epidemiological scenarios release,0,0,1,0,1,0,0
preventing toxic childhood stress covid era role telemedicine,0,0,0,0,1,0,0
esmo management treatment adapted recommendations covid19 era breast cancer,0,0,0,0,1,0,0
incidental typical covid19 appearance lung bases visualized abdominal ct patient presented abdominal pain nausea,1,0,0,0,0,0,0
estimating percentage population infected sarscov2 using number reported deaths policy planning tool,0,0,1,0,1,0,0
nonoperating room anaesthesia safety monitoring cognitive aids severe acute respiratory syndrome coronavirus 2,0,0,0,0,1,0,0
lung ultrasound respiratory pathophysiology mechanically ventilated covid19 patientsan observational trial,0,1,0,0,0,0,1
pdt potential treatment covid 19 patients,0,0,0,0,0,0,1
pediatric rigid bronchoscopy foreign body removal covid19 pandemic case report,1,0,0,0,0,0,0
intensive care stepdown units managing patients throughput response covid19,0,0,0,0,1,0,0
evaluation commercial qpcr kits detection sarscov2 pooled samples,0,1,0,0,0,0,0
lockdown breast cancer screening covid19 possible scenario,0,0,0,0,1,0,0
essential new informations clinical recognition covid19 infection prevention possibilities healthcare personnel working head neck region,0,0,0,0,1,0,0
ribavirin remdesivir sofosbuvir galidesivir tenofovir sarscov2 rna dependent rna polymerase rdrp molecular docking study,0,0,0,0,0,0,1
building national sarscov2 laboratory diagnostic capacity taiwan,0,1,0,0,1,0,0
neurological complications critical patients covid19,0,1,0,0,0,0,1
case series coronavirus sarscov2 military recruit school clinical sanitary logistical implications,0,1,0,0,1,1,0
recurrent pneumonia patient new coronavirus infection discharge hospital insufficient antibody production case report,1,0,0,0,0,0,0
potential role ace2related micrornas covid19associated nephropathy,0,0,0,1,0,0,1
putative new sarscov protein 3c encoded orf overlapping orf3a,0,0,0,1,0,0,0
successful implementation preventive measures leads low relevance sarscov2 liver transplant patients observations german outpatient department,0,0,0,0,1,0,0
sarscov2 infection spanish children chronic kidney pathologies,0,1,0,0,0,0,0
solid organ transplantation covid19 pandemic,0,1,0,0,1,0,1
clinical progression patients covid19 shanghai china,0,0,0,1,0,0,0
shortterm dexamethasone sarscov2 patients,0,0,0,0,0,0,1
socially optimal lockdown travel restrictions fighting communicable virus including covid19,0,0,0,0,1,0,0
targeted prevention covid19 strategy focus protecting potential victims instead focusing viral transmission,0,0,0,0,1,0,0
family cluster severe acute respiratory syndrome coronavirus 2 infections,1,0,0,0,0,0,0
coronavirus disease 2019 covid19 patient bilateral orchitis case report,1,0,0,0,0,0,0
prognostic factors patients diabetes hospitalized covid19 findings coronado study recent reports,0,1,0,0,0,0,1
unusual brain mri pattern 2 patients covid19 acute respiratory distress syndrome,1,0,0,0,0,0,0
covid19 prevention care cancer specific guideline,0,0,0,0,1,0,0
immunomodulation regeneration properties dental pulp stem cells potential therapy treat coronavirus disease 2019,0,0,0,1,0,0,1
availability covid19 information national plastic surgery society web sites,0,0,0,0,1,0,0
gamut cardiac manifestations complications covid19 contemporary review,0,1,0,1,0,0,1
impact covid19 pandemic patients rare disease hong kong,0,0,0,0,1,0,0
incidental ct findings suspicious covid19associated pneumonia nuclear medicine examinations recognition management plan,0,1,0,0,0,0,0
influenzainduced thrombocytopenia dependent subtype sialoglycan receptor increases virus pathogenicity,0,0,0,1,0,0,1
fracture surgery known covid19 infected patients challenges,0,0,0,0,1,0,0
canary covid coal mine building better healthc biopreparedness policy,0,0,0,0,1,0,0
treatments administered first 9152 reported cases covid19 systematic review,0,0,0,0,0,0,1
review article prevention diagnosis management covid19 ibd patient,0,1,0,0,1,0,1
adjusting new reality evaluation early practice pattern adaptations covid19 pandemic,0,0,0,0,1,0,0
rural telehealth use covid19 pandemic longterm infrastructure commitment may support rural health care systems resilience,0,0,0,0,1,0,0
molecular immunological diagnostic tests covid19 current status challenges,0,1,0,0,0,0,0
covid19 knowns unknowns questions,0,0,0,1,0,1,1
eculizumab treatment patients covid19 preliminary results real life asl napoli 2 nord experience,0,0,0,0,0,0,1
,0,1,0,0,0,0,0
oral iron ibd patients lessons learned time covid19 pandemic,0,0,0,0,1,0,0
rapid progression acute respiratory distress syndrome review current understanding critical illness covid19 infection,0,1,0,0,0,0,1
simplified math approach predict icu beds mortality rate hospital emergency planning covid19 pandemic,0,0,0,0,1,0,0
role pointofcare ultrasound covid19 pandemic recommendations management dialytic patients,0,1,0,0,1,0,0
perspective surviving sepsis campaign management pediatric sepsis era coronavirus disease 2019,0,0,0,0,0,0,1
ace2 gene variants may underlie interindividual variability susceptibility covid19 italian population,0,0,0,1,1,0,1
survival estimation direct medical costs hospitalized covid19 patients kingdom saudi arabia,0,0,0,0,0,0,1
medicine 40 new technologies tools society 50,0,0,0,0,1,0,0
discovery putative allosteric site sarscov2 spike protein using integrated structuraldynamic approach,0,0,0,1,0,0,1
predictive models covid19 india rapid review,0,0,1,0,0,0,0
exploring future land use food security new set global scenarios,0,0,0,0,1,0,0
guidelines management diabetes care homes covid19 pandemic,0,0,0,0,1,0,0
epidemiological study prevalence clinical features sarscov2 infection romanian people,0,1,0,0,1,0,0
,1,0,0,0,0,0,0
coronavirus disease 2019 covid19 strengthening resolve achieve universal palliative care,0,0,0,0,1,0,0
olfactory dysfunction sinonasal symptomatology covid19 prevalence severity timing associated characteristics,0,1,0,0,0,0,0
prevention control covid19 infection chinese mental health center,0,0,0,0,1,0,0
monitoring covid19 trends influenzalike illness laboratoryconfirmed influenza covid19 new york state excluding new york city january 1 april 12 2020,0,0,0,0,1,0,0
predicting susceptibility sarscov2 infection based structural differences ace2 across species,0,0,0,1,0,0,0
otolaryngology community operating collaboration productive resolve covid19 pandemic,0,0,0,0,1,0,0
comparison effectiveness lincocinr azitror treatment covid19associated pneumonia prospective study,0,1,0,0,0,0,1
risk covid19 transmission train passengers epidemiological modelling study,0,0,0,0,1,1,0
,0,0,0,1,0,0,1
hanshiyi formula medicine sarscov2 infection china reduced proportion mild moderate covid19 patients turning severe status cohort study,0,1,0,0,0,0,1
severe covid19 renal transplant recipient focus pharmacokinetics,1,0,0,0,0,0,0
prognosis models severe critical covid19 based charlson elixhauser comorbidity indices,0,1,0,0,0,0,1
temporal relationship serial rtpcr results serial chest ct imaging serial ct changes coronavirus 2019 covid19 pneumonia descriptive study 155 cases china,0,1,0,0,0,0,0
postintubation dysphagia covid19 outbreakcontemporary review,0,1,0,0,0,0,1
intoxication endogenous angiotensin ii covid19 hypothesis,0,0,0,1,0,0,1
assessing changes us public trust science amid covid19 pandemic,0,0,0,0,1,0,0
beekeepers tolerate bee stings protected sarscov2 infections,0,0,0,0,1,0,1
triaging total hip arthroplasty covid19 pandemic,0,0,0,0,1,0,0
potential therapeutic effect qingwen baidu decoction corona virus disease 2019 mini review,0,0,0,0,0,0,1
pharmacy pharmd students knowledge information needs covid19,0,0,0,0,1,0,0
incidence novel coronavirus sarscov2 among asymptomatic patients systematic review,0,1,0,0,1,1,0
covid19 bangladesh challenges address,0,0,0,0,1,0,0
test treat covid 65 plus hydroxychloroquine versus placebo early ambulatory diagnosis treatment older patients covid19 structured summary study protocol randomised controlled trial,0,1,0,0,0,0,1
predictive value single nasopharyngeal sarscov2 pcr swab test patient covidlike symptoms andor significant covid19 exposure,0,1,0,0,0,0,0
fatal eosinophilic myocarditis healthy 17yearold male severe acute respiratory syndrome coronavirus 2 sarscov2c,1,0,0,0,0,0,0
current status cellbased therapies respiratory virus infections applicability covid19,0,0,0,0,0,0,1
neutrophils neutrophil extracellular traps drive necroinflammation covid19,0,0,0,0,0,0,1
implementation breast cancer continuum care low middleincome countries covid19 pandemic,0,0,0,0,1,0,0
estimating breakpoint pattern spread covid19 south korea,0,0,1,0,1,0,0
longterm ace inhibitorarb use associated severe renal dysfunction acute kidney injury patients severe covid19 results referral center cohort northeast france,0,1,0,0,0,0,1
covid19 four paediatric cases malaysia,1,0,0,0,0,0,0
atypical presentation covid19 hospitalised older adults,0,1,0,0,0,0,0
digestive symptoms covid19 patients mild disease severity clinical presentation stool viral rna testing outcomes,0,1,0,0,0,0,0
atherosclerosis pathogenetic substrate sarscov2 cytokine storm,0,0,0,1,0,0,1
impact covid19 pandemic waste management,0,0,0,0,1,0,0
apoe locus covid19 going,0,0,0,1,0,0,0
addressing covid19 drug development artificial intelligence,0,0,0,0,0,0,1
,0,0,0,0,1,0,0
abdominal testicular pain atypical presentation covid19,1,0,0,0,0,0,0
ports closed cruise ships context covid19 choices coastal states,0,0,0,0,1,0,0
early phylogenetic estimate effective reproduction number sarscov2,0,0,1,0,0,0,0
dysphagia services era covid19 speechlanguage therapists essential,0,0,0,0,1,0,0
social distancing response novel coronavirus covid19 united states,0,0,0,0,1,0,0
preliminary estimation basic reproduction number novel coronavirus 2019ncov china 2019 2020 datadriven analysis early phase outbreak,0,0,1,0,0,0,0
involvement digestive system covid19 review,0,1,0,0,1,0,0
sofosbuvirdaclatasvir regimens treatment covid19 individual patient data metaanalysis,0,0,0,0,0,0,1
,0,0,0,1,0,0,0
associations stayathome order facemasking recommendation trends daily new cases deaths laboratoryconfirmed covid19 united states,0,0,0,0,1,0,0
acute pulmonary embolism nonhospitalized covid19 patients referred ctpa emergency department,0,1,0,0,0,0,0
genetic alteration rna expression dna methylation profiling coronavirus disease 2019 covid19 receptor ace2 malignancies pancancer analysis,0,0,0,1,0,0,0
covid19 infection kidney transplant recipients singlecenter case series 22 cases belgium,0,1,0,0,0,0,1
sarscov2 infection chinese hamsters cricetulus griseus reproduces covid19 pneumonia wellestablished small animal model,0,0,0,1,0,0,1
could sarscov2 affect ms progression,0,0,0,1,0,0,1
school closure response epidemic outbreaks systemsbased logic model downstream impacts,0,0,0,0,1,0,0
objective olfactory evaluation selfreported loss smell case series 86 covid19 patients,0,1,0,0,0,0,0
incidence pulmonary embolism noncritically ill covid19 patients predicting factors challenging diagnosis,0,1,0,0,0,0,1
rapid deployment virtual mindbody interventions covid19 outbreak feasibility acceptability implications future care,0,0,0,0,1,0,0
reengineering academic departments obstetrics gynecology operate pandemic world beyond joint american gynecological obstetrical society council university chairs obstetrics gynecology statement,0,0,0,0,1,0,0
atypical manifestation covid19induced myocarditis,1,0,0,0,0,0,0
supersensitive multifluorophore rnafish early virus detection flowfish using click chemistry,0,1,0,0,0,0,0
ventilated upper airway endoscopic endonasal procedure mask surgical safety covid19 era,0,0,0,0,1,0,0
hazard acquired long qt syndrome coronavirus pandemic focus hydroxychloroquine,0,0,0,0,0,0,1
effect delay diagnosis transmission covid19,0,1,0,0,1,1,0
exposure coronavirus news mainstream media role risk perceptions depression,0,0,0,0,1,0,0
novel corona virus covid19 pandemic current status possible strategies detection treatment disease,0,1,0,0,0,0,1
reflection lower rates covid19 children childhood immunizations offer unexpected protection,0,0,0,1,0,0,1
novel coronavirus covid19 overview emergency clinicians,0,0,0,0,1,0,0
covid19 virulence aged patients might impacted host cellular micrornas abundanceprofile,0,0,0,1,0,0,1
response strategies covid19 epidemics african settings mathematical modelling study,0,0,1,0,1,1,0
comparison whole genome sequencing sarscov2 using ampliconbased sequencing random hexamers bait capture,0,0,0,1,0,0,0
medical isolation solitary confinement balancing health humanity us jails prisons covid19,0,0,0,0,1,0,0
delirium older people covid19 clinical scenario literature review,0,1,0,0,0,0,0
covid19 beyond implications dental radiography,0,0,0,0,1,0,0
sarscov2 host receptors ace2 cd147 bsg present human oocytes blastocysts,0,0,0,1,0,0,0
,0,0,0,0,1,0,0
dataset mutational analysis mirnas targeting sarscov2 genes host gene expression sarscov sarscov2 infections,0,0,0,1,0,0,1
must rigorously follow basic infection control procedures protect healthcare workers sarscov2,0,0,0,0,1,0,0
scent dog identification samples covid19 patients pilot study,0,1,0,0,0,0,0
accumulated clinical experiences successful treatment 1377 severe critically ill covid19 cases,0,0,0,0,0,0,1
preliminary report covid19 children india,0,1,0,0,0,0,0
thromboembolism covid19 unsolved problem,0,1,0,0,0,0,1
,0,0,0,0,1,0,0
neurological injuries covid19 patients direct viral invasion bystander injury infection epithelialendothelial cells,0,0,0,1,0,0,1
judgments according case fatality rate correct time epidemics estimated cases based cfr different scenarios lessons early case fatality rate coronavirus disease 2019 iran,0,0,1,0,1,0,0
learning past possible urgent prevention treatment options severe acute respiratory infections caused 2019ncov,0,0,0,0,0,0,1
novel coronavirus disease covid19 complicated pulmonary embolism acute respiratory distress syndrome,1,0,0,0,0,0,0
sarscov2 positivity rates associated circulating 25hydroxyvitamin levels,0,1,0,0,0,0,1
rituximab treatment pemphigus vulgaris covid19 pandemic era narrative review,0,0,0,0,0,0,1
coronavirus covid 19 infection pregnancy,0,0,0,0,1,0,0
mechanistic model therapeutic interventions covid19 involving rasmediated bradykinin storm,0,0,0,1,0,0,1
narrative review potential pharmacological influence safety ibuprofen coronavirus disease 19 covid19 ace2 immune system dichotomy expectation reality,0,0,0,1,0,0,1
epidemiological clinical characteristics familial cluster covid19,1,0,0,0,0,0,0
efficacy safety acupuncture therapy covid19 protocol systematic review metaanalysis,0,0,0,0,0,0,1
exploring experience health professionals cared patients coronavirus infection hospitalised isolation selfimage,0,0,0,0,1,0,0
,1,0,0,0,0,0,0
impacts covid19 measures global environment fertility rate double coincidence,0,0,0,0,1,0,0
potential contribution beneficial microbes face covid19 pandemic,0,0,0,0,0,0,1
bonuses pitfalls paperless drivethrough screening covid19 field report,0,0,0,0,1,0,0
diagnosis prevention treatment thromboembolic complications covid19 report national institute public health netherlands,0,1,0,0,0,0,1
endocrinological disorders inflammatory skin diseases covid19 outbreak review literature,0,0,0,0,1,0,0
olfactory gustatory psychophysical scores prognostic value covid19 patients prospective study 106 patients,0,1,0,0,0,0,1
knowledge practices regarding safe household cleaning disinfection covid19 prevention united states may 2020,0,0,0,0,1,0,0
smoking prevalence covid19 europe,0,0,0,0,1,0,0
respiratory support adult patients covid19,0,0,0,0,0,0,1
mild vs severe liver injury sarscov2 infection,0,1,0,0,0,0,1
viruses cannot coexist humans future sarscov2,0,0,0,1,0,1,0
,0,1,0,0,1,0,1
oxygenozone therapy adjuvant current emergency sarscov2 infection clinical study,0,0,0,1,0,0,1
barrier techniques reduce aerosolization extubation,0,0,0,0,1,0,0
comparison accuracy telehealth examination versus clinical examination detection shoulder pathology,0,0,0,0,1,0,0
practical advice management inflammatory bowel diseases patients covid19 pandemic world endoscopy organization statement,0,0,0,0,1,0,0
sarscov2triggered neutrophil extracellular traps mediate covid19 pathology,0,0,0,1,0,0,1
detection sarscov2 formalinfixed paraffinembedded tissue sections using commercially available reagents,0,1,0,0,0,0,0
lung innervation eye cytokine storm neuroimmune interactions covid19,0,0,0,1,0,0,1
kawasakilike diseases thrombotic coagulopathy covid19 delayed overactivation sting pathway,0,0,0,1,0,0,0
covid19 telehealth education research adaptations,0,0,0,0,1,0,0
plasmonic heatingbased portable digital pcr system,0,1,0,0,0,0,0
,0,1,0,1,0,0,0
immunological aspects covid19 know,0,0,0,1,0,0,1
pushing past tipping points containment trajectories severe acute respiratory syndrome coronavirus 2 sarscov2 epidemics simple arithmetic rationale crushing curve instead merely flattening,0,0,0,0,1,0,0
intracellular autoactivation tmprss11a airway epithelial transmembrane serine protease,0,0,0,1,0,0,1
management germ cell tumors outbreak novel coronavirus disease19 pandemic survey international expertise centers,0,0,0,0,1,0,0
,0,0,0,1,0,0,1
modelling backlog covid19 cases surgical group,0,0,0,0,1,0,0
covid19 management,0,0,0,0,1,0,0
alphalipoic acid may protect patients diabetes covid19 infection,0,0,0,1,0,0,1
health system response covid19 longterm care postacute care threephase approach,0,0,0,0,1,0,0
covid19 presenting acute bilateral submassive pulmonary embolism young healthy female,1,0,0,0,0,0,0
prediction analysis corona virus disease 2019,0,0,1,0,1,0,0
efficacy safety chinese herbal medicine coronavirus disease 2019 protocol systematic review metaanalysis,0,0,0,0,0,0,1
antiviral properties placental growth factors novel therapeutic approach covid19 treatment,0,0,0,0,0,0,1
traumainformed telehealth covid19 era beyond,0,0,0,0,1,0,0
proposed algorithm treatment pulmonary embolism covid19 patients,0,0,0,0,0,0,1
feel almost though ive lived insights sexual gender minority men coping covid19,0,0,0,0,1,0,0
continuing surgical care cancer patients nationwide lockdown covid19 pandemicperioperative outcomes tertiary care cancer center india,0,0,0,0,1,0,0
mortality risk factors among hospitalized covid19 patients major referral center iran,0,1,0,0,0,0,1
obesity risk factor increased covid19 prevalence severity lethality review,0,1,0,0,0,0,1
,0,0,0,0,1,1,0
reactions covid19 information technology use social connectedness among older adults prefrailty frailty,0,0,0,0,1,0,0
stat3 isoforms differentially affect ace2 expression potential target covid19 therapy,0,0,0,1,0,0,1
hospitalbased covid19 abortion case early phase pandemic,1,0,0,0,0,0,0
aerosol surface persistence novel sarscov2 versus coronaviruses,0,0,0,0,0,1,0
overview expert consensus mental health treatment services major psychiatric disorders covid19 outbreak chinas experiences,0,0,0,0,1,0,0
health care team training simulationbased education obstetrics covid19 pandemic,0,0,0,0,1,0,0
clinical characteristics hospitalized individuals dying covid19 age group italy,0,1,0,0,0,0,1
sarscov lessons learned opportunities missed sarscov2,0,0,0,0,1,0,0
cytokine release syndrome severe covid19 interleukin6 receptor antagonist tocilizumab may key reduce mortality,0,0,0,1,0,0,1
fatal superimposed bacterial sepsis healthy coronavirus covid19 patient,1,0,0,0,0,0,0
air medical evacuation nepalese citizen epidemic covid19 wuhan nepal,0,0,0,0,1,0,0
visualizing droplet dispersal face shields masks exhalation valves,0,0,0,0,1,0,0
covid19 cardiac arrest management review emergency clinicians,0,0,0,0,1,0,1
role duties related covid19 suspected probable confirmed fatality cases,0,0,0,0,1,0,0
rapid detection sarscov2 antibodies using electrochemical impedancebased detector,0,1,0,0,0,0,0
hyperbolic rules cooperative organization eukaryotic prokaryotic genomes,0,0,0,1,0,0,0
repurposing cancer drugs covid19,0,0,0,0,0,0,1
guidelines dental care provision covid19 pandemic,0,0,0,0,1,0,0
covid19 pandemic predictions using modified bateman siz model observational data heidelberg germany effect vaccination sarscov2 vaccine coronavirus testing application coronawarnapp,0,0,1,0,1,0,1
cardiovascular considerations coronavirus disease 2019 special focus arrhythmia,0,1,0,1,0,0,1
multicriteria approach risk assessment covid19 urban district lockdown,0,0,0,0,1,0,0
silico analysis identification promising hits 2019 novel coronavirus 3clike main protease enzyme,0,0,0,1,0,0,1
covid19 children worried,0,1,0,0,1,0,0
mathematical model novel coronavirus epidemic wuhan china,0,0,0,0,1,1,0
international group hepatopancreaticobiliary surgeons respond covid19 pandemic,0,0,0,0,1,0,0
streamlining care crisis rapid creation implementation digital support tool covid19,0,0,0,0,1,0,0
thrombin inhibition argatroban potential therapeutic benefits covid19,0,0,0,1,0,0,1
outcomes tracheostomy covid19 patients,0,0,0,0,1,0,0
deal temporary suspension restarting trial experiences lessons learnt,0,0,0,0,1,0,0
fighting covid19 agility transparency participation wicked policy problems new governance challenges,0,0,0,0,1,0,0
supporting adults bereaved covid19 rapid review impact previous pandemics grief bereavement,0,0,0,0,1,0,0
recommendations maintaining cardiovascular care system conditions covid19 pandemic 1st edition april 2020,0,0,0,0,1,0,0
comparison infection venues covid19 case clusters northeast china,0,0,0,0,1,1,0
flow controlled ventilation acute respiratory distress syndrome associated covid19 structured summary study protocol randomised controlled trial,0,0,0,0,0,0,1
geographical variations covid19 perceptions patient management national survey rheumatologists,0,0,0,0,1,0,0
possible retinal impairment secondary ritonavir use sarscov2 patients narrative systematic review,0,0,0,0,0,0,1
biological molecular pharmacological characteristics chloroquine hydroxychloroquine convalescent plasma remdesivir covid19 pandemic comparative analysis,0,0,0,0,0,0,1
hiv shifting epicenters covid19 alert countries,0,0,0,0,1,0,0
plasma crp level positively associated severity covid19,0,1,0,0,0,0,1
farm finger pricka perspective plants help fight covid19,0,1,0,0,0,0,1
surgical oncologists covid19 pandemic guiding cancer patients effectively turbulence change,0,0,0,0,1,0,0
incidence patterns covid19 among inflammatory bowel disease patients nancy milan cohorts,0,1,0,0,0,0,1
clinical outcomes 402 patients covid2019 single center wuhan china,0,1,0,0,0,0,1
neuroradiologic manifestations covid19 emergency radiologist needs know,0,1,0,0,0,0,0
potential impact recent measles epidemic covid19 samoa,0,0,0,0,1,0,0
breathing aid devices support novel coronavirus covid19infected patients,0,0,0,0,0,0,1
telehealth home dialysis covid19 beyond perspective american society nephrology covid19 home dialysis subcommittee,0,0,0,0,1,0,0
,0,1,0,0,0,0,0
sleeping within six feet challenging oregons labor housing covid19 guidelines,0,0,0,0,1,0,0
adult cardiac surgery trinidad tobago covid19 pandemic lessons developing country,0,0,0,0,1,0,0
ace2 coevolutionary pattern suggests targets pharmaceutical intervention covid19 pandemic,0,0,0,1,0,0,1
patient safety graduate curricula training needs health workforce india mixedmethods study,0,0,0,0,1,0,0
impact corona virus disease19 covid19 pandemic gastrointestinal disorders,0,0,0,0,1,1,1
challenges autoimmune rheumatic disease treatment covid19 pandemic review,0,0,0,0,1,0,1
substitutions spike nucleocapsid proteins sarscov2 circulating south america,0,0,0,1,0,0,1
covid19 patient chronic lymphocytic leukaemia pseudohypoxemia,1,0,0,0,0,0,0
clinical courses outcomes patients chronic obstructive pulmonary disease covid19 epidemic hubei china,0,1,0,0,0,0,1
datadriven insights effects covid19 aesthetics part passive analysis,0,0,0,0,1,0,0
coronavirus disease 2019 initial high resolution computed tomography imaging feature analysis report 7 cases,0,1,0,0,0,0,0
qualitative study zoonotic risk factors among rural communities southern china,0,0,0,0,1,1,0
coronavirus disease 2019 catheterisation laboratory considerations looking essentials,0,0,0,0,1,0,0
concentrationdependent mortality chloroquine overdose,0,0,0,0,0,0,1
role health technology informatics global public health emergency practices implications covid19 pandemic,0,0,0,0,1,0,0
azithromycin covid19 prompt early use first signs infection adults children approach worthy consideration,0,0,0,0,0,0,1
highlight immune pathogenic response hematopathologic effect sarscov merscov sarscov2 infection,0,0,0,1,0,0,1
unclear present danger asymptomatic sarscov2 carrier,1,0,0,0,0,0,0
neurological reasons consultation hospitalization covid19 pandemic,0,1,0,0,0,0,0
evolution clinical radiotherapy physics practice covid19 constraints,0,0,0,0,1,0,0
sars cov2 aggravates cellular metabolism mediated complications covid19 infection,0,0,0,1,0,0,0
concerns adjustments portuguese population met covid19,0,0,0,0,1,0,0
multiple sclerosis management covid19 pandemic,0,0,0,0,1,0,0
bedside chest ultrasound distinguish heart failure pneumoniarelated dyspnoea older covid19 patients,0,1,0,0,0,0,0
hematological phenotype covid19induced coagulopathy far typical sepsisinduced coagulopathy,0,1,0,0,0,0,1
inflammasomes pyroptosis therapeutic targets covid19,0,0,0,1,0,0,1
covid19 diabetes,0,0,0,0,1,0,0
